  Psc,000520.1,-054227,4.61
  Cam,061251.1,+654306,5.32
  Lep,060741.6,-190957,5.31
θ Col,060731.6,-371511,5.02
     ,060857.9,-222539,5.50
π2Col,060752.9,-420914,5.50
     ,060703.4,-620917,5.05
  Ori,061203.3,+160750,4.95
ξ Ori,061156.4,+141232,4.48
  Cam,061540.6,+595957,5.35
     ,061151.8,-063301,5.05
     ,061850.8,+691911,4.80
δ Pic,061017.9,-545807,4.81
  Lyn,061754.8,+613055,4.98
η Gem,061452.6,+223024,3.28
κ Aur,061522.7,+292953,4.35
  Ori,061450.9,+190923,5.20
ν Dor,060844.2,-685036,5.06
  Ori,061525.1,+160835,5.30
γ Mon,061451.3,-061629,3.98
  Ori,061545.0,+123304,5.33
  Lyn,061937.4,+590039,4.48
  Ori,061626.6,+121620,5.04
     ,061544.9,-134306,5.01
η2Dor,061115.0,-653522,5.01
  Ori,061706.6,+095633,5.39
κ Col,061633.1,-350826,4.37
     ,061741.7,-164857,5.14
α Men,061014.4,-744511,5.09
  Aur,062146.1,+532708,5.36
     ,061850.6,-092325,5.36
  Mon,061942.8,-074923,5.27
     ,061959.6,-025640,4.90
ζ CMa,062018.8,-300348,3.02
μ Gem,062257.6,+223049,2.88
ψ1Aur,062453.9,+491717,4.91
  Lyn,062648.9,+582502,5.21
β CMa,062242.0,-175721,1.98
δ Col,062206.8,-332611,3.85
ε Mon,062346.1,+043534,4.44
     ,062410.3,-113149,5.22
α Car,062357.1,-524145,-0.72
     ,062713.8,+001757,5.20
ν Gem,062857.8,+201244,4.15
  Mon,062757.6,-044544,5.06
β Mon,062849.0,-070158,4.60
β Mon,062849.5,-070204,5.40
λ CMa,062810.1,-323448,4.48
     ,063148.3,+113240,5.23
π2Dor,062528.6,-694125,5.38
     ,063123.0,-122330,5.15
     ,063150.1,-080929,5.43
     ,062949.1,-501421,5.27
  Mon,063254.2,+071959,4.50
ξ1CMa,063151.3,-232506,4.33
     ,062928.5,-565110,5.22
     ,063337.9,-011313,5.10
  Aur,063512.1,+280120,5.27
     ,063221.3,-374148,5.24
     ,064614.1,+793353,5.45
     ,063632.9,+382643,5.29
     ,063349.5,-361356,5.42
ξ2CMa,063503.4,-225753,4.54
ψ3Aur,063849.2,+395409,5.20
γ Gem,063742.7,+162357,1.93
ψ2Aur,063919.9,+422920,4.79
ν2CMa,063641.0,-191521,3.95
     ,063458.6,-525832,4.39
ν3CMa,063753.4,-181415,4.43
     ,063747.6,-322023,5.27
     ,063916.7,-140845,4.82
ν Pup,063745.7,-431146,3.17
  Mon,064058.7,+095344,4.66
ψ4Aur,064305.0,+443128,5.02
     ,063837.6,-481313,4.93
  Gem,064224.3,+173843,5.21
     ,064156.4,-091002,5.19
  Lyn,064614.1,+592630,4.87
ε Gem,064355.9,+250752,2.98
  Lyn,064649.5,+571009,5.35
  Gem,064359.3,+131340,4.49
  Gem,064445.5,+285815,5.44
ψ5Aur,064644.3,+433439,5.25
ξ Gem,064517.4,+125344,3.36
ψ6Aur,064739.6,+484722,5.22
  Cam,065057.1,+673419,5.14
α CMa,064508.9,-164258,-1.46
  CMa,064428.4,-310414,5.20
     ,064559.3,-144746,5.32
  Mon,064719.8,+080214,4.77
  CMa,064651.1,-142533,5.29
  Mon,064751.6,+022444,4.47
     ,064737.1,-085954,5.07
  Cam,065342.2,+685318,5.12
ψ7Aur,065045.9,+414653,5.02
     ,064721.4,-375547,5.26
  Lyn,065305.1,+592655,5.33
     ,064857.8,-150841,5.39
     ,064652.8,-511557,5.40
     ,070004.0,+765839,4.55
  Gem,065133.0,+214540,5.27
κ CMa,064950.5,-323031,3.96
θ Gem,065247.3,+335740,3.60
     ,064954.6,-463653,5.14
     ,065052.4,-342202,4.99
α Pic,064811.4,-615629,3.27
τ Pup,064956.2,-503653,2.93
     ,064951.3,-533720,4.40
  Lyn,065716.5,+582521,4.35
  Gem,065438.7,+131040,4.65
  CMa,065332.9,-201327,4.83
     ,065424.6,-010737,5.45
θ CMa,065411.4,-120219,4.07
ο1CMa,065407.9,-241102,3.87
  Lyn,065737.1,+450539,4.90
π CMa,065537.4,-200811,4.68
μ CMa,065606.6,-140237,5.00
     ,065546.8,-225629,5.30
ι CMa,065608.2,-170315,4.37
ι Vol,065127.0,-705748,5.40
     ,065733.9,-243750,5.46
     ,065616.0,-484316,4.95
     ,074030.5,+870112,5.07
ε CMa,065837.5,-285820,1.50
     ,065825.1,-340642,5.06
ω Gem,070224.8,+241255,5.18
     ,070156.4,-054320,5.20
σ CMa,070143.1,-275605,3.47
  Mon,070254.8,-041421,4.99
     ,070338.0,+105706,5.13
ζ Gem,070406.5,+203413,3.79
     ,070051.5,-512409,5.14
ο2CMa,070301.5,-235000,3.02
γ CMa,070345.5,-153800,4.12
     ,065950.5,-675458,5.17
     ,070402.8,-422014,5.20
     ,070353.7,-493502,4.93
     ,070315.6,-591041,5.50
     ,070640.7,-111739,5.39
     ,070418.3,-564459,5.17
  Gem,070822.0,+155551,5.44
θ Men,065634.4,-792513,5.45
δ CMa,070823.5,-262336,1.84
  Aur,071139.3,+391914,4.90
τ Gem,071108.4,+301443,4.41
  Mon,071013.7,-041414,4.92
     ,070851.1,-393921,4.83
     ,071323.4,+512544,5.47
  Mon,071123.6,-001807,5.45
     ,071019.4,-272929,5.46
δ Mon,071151.9,-002934,4.15
  Lyn,071554.9,+593815,5.20
  Gem,071322.3,+160932,5.00
     ,071047.5,-485556,5.14
     ,071215.8,-402956,5.31
     ,071420.0,+030641,5.35
γ2Vol,070844.9,-702956,3.78
     ,071233.6,-464534,4.49
     ,073104.4,+822441,4.96
  CMa,071415.2,-262109,4.66
     ,071313.4,-451059,4.89
     ,071332.4,-443823,5.10
ω CMa,071448.7,-264622,3.85
     ,071831.9,+492754,5.05
     ,071521.0,-304111,5.36
     ,071614.5,-153509,5.46
     ,071438.2,-481618,4.76
λ Gem,071805.6,+163225,3.58
     ,071636.8,-231856,4.79
     ,071635.0,-275252,4.64
     ,071649.5,-363534,5.03
π Pup,071708.6,-370551,2.70
δ Gem,072007.4,+215856,3.53
  CMa,071840.3,-243332,4.98
τ CMa,071842.4,-245715,4.40
  Lyn,072252.1,+551653,5.45
     ,071851.2,-263509,5.28
     ,071818.4,-364403,4.66
     ,071838.2,-364434,5.11
     ,071833.6,-391237,5.25
  Aur,072202.6,+364538,5.13
  Gem,072156.8,+202637,5.10
     ,072058.2,-142136,5.45
δ Vol,071649.8,-675726,3.98
  Aur,072408.5,+404020,5.19
  Gem,072328.5,+250302,5.03
     ,072213.5,-190100,4.96
     ,072038.7,-520510,5.39
  Lyn,072642.8,+491241,4.64
     ,072300.6,-315526,5.43
  CMi,072458.2,+114011,5.30
ι Gem,072543.6,+274753,3.79
     ,072329.1,-275003,5.38
     ,072331.9,-321208,5.39
     ,072440.1,-161204,5.33
η CMa,072405.7,-291811,2.45
ε CMi,072538.9,+091634,4.99
     ,072443.8,-314832,5.35
β CMi,072709.0,+081722,2.90
  Gem,072744.4,+212642,5.22
  Lyn,072956.0,+494021,5.36
η CMi,072802.1,+065631,5.25
ρ Gem,072906.7,+314704,4.18
γ CMi,072809.8,+085532,4.32
  Gem,072920.4,+280705,5.05
  Gem,072948.7,+275458,5.01
     ,072621.9,-510106,5.10
  CMi,072947.8,+120024,4.54
     ,072951.4,-230128,4.85
     ,072905.7,-384844,5.43
     ,073148.4,+170510,5.42
σ Pup,072913.8,-431805,3.25
δ1CMi,073205.9,+015452,5.25
     ,073042.5,-305744,4.65
  Gem,073336.5,+154936,5.25
α Gem,073436.0,+315319,2.88
α Gem,073436.0,+315318,1.98
     ,073508.7,+305740,5.33
     ,073347.9,-143126,4.97
υ Gem,073555.3,+265345,4.06
     ,073403.2,-221746,4.45
     ,073522.8,-282210,4.64
  Mon,073716.7,-040640,5.13
ο Gem,073909.9,+343503,4.90
     ,073539.7,-523202,4.94
     ,073722.1,-345807,4.53
  Gem,073928.6,+174029,5.05
α CMi,073918.1,+051330,0.38
     ,073818.0,-252153,4.70
  Lyn,074300.4,+584237,4.99
     ,073849.3,-264806,4.50
     ,073849.8,-264813,4.62
     ,074023.2,-151549,4.94
     ,073927.4,-381830,4.84
     ,074404.2,+502602,5.27
α Mon,074114.8,-093304,3.93
σ Gem,074318.7,+285301,4.28
     ,074115.8,-383201,5.42
  Gem,074406.9,+254703,5.31
κ Gem,074426.8,+242353,3.57
β Gem,074518.9,+280134,1.14
  Pup,074332.4,-282440,4.59
  Pup,074348.5,-285717,3.96
     ,074257.2,-451024,5.06
     ,074639.3,+373103,5.18
     ,074341.9,-405602,5.17
  Gem,074607.4,+183036,4.88
  CMi,074616.2,+104606,5.30
π Gem,074730.3,+332456,5.14
     ,074602.2,-064621,5.49
  Pup,074556.9,-143350,5.04
     ,074515.3,-375807,3.61
     ,074535.0,-341023,5.37
ζ Vol,074149.2,-723622,3.95
  Pup,074756.7,-121135,5.48
ο Pup,074805.2,-255614,4.50
     ,074725.0,-383040,5.08
     ,074731.5,-463631,5.23
     ,074901.7,-245444,5.33
  Pup,074941.2,-171342,5.18
ξ Pup,074917.7,-245135,3.34
     ,074820.3,-470440,4.71
     ,074914.3,-462224,4.11
ζ CMi,075142.0,+014601,5.14
  Pup,075146.3,-135353,5.17
  Lyn,075442.7,+473353,5.45
φ Gem,075329.8,+264557,4.97
     ,080011.7,+735505,5.41
     ,075215.7,-344219,5.01
     ,075213.0,-403433,3.73
     ,080447.1,+792847,5.42
     ,075238.7,-385147,4.49
     ,075303.5,-362150,5.43
  Gem,075539.9,+195302,5.35
     ,075303.7,-493647,4.63
     ,075318.2,-480611,4.24
     ,075411.0,-355239,5.49
  Pup,075651.5,-225248,4.20
  CMi,075820.6,+021329,5.29
     ,075740.1,-302005,4.79
     ,075657.9,-433001,5.35
     ,075718.4,-440635,5.09
χ Car,075646.7,-525856,3.47
     ,075751.8,-453440,5.17
  Mon,075944.1,-034047,4.93
  Pup,075905.7,-231838,5.11
     ,075814.4,-491442,4.41
     ,075952.0,-182357,4.61
     ,075928.4,-391750,5.24
  Mon,080113.3,-012333,4.68
     ,080215.9,+022004,4.39
χ Gem,080331.1,+274739,4.94
     ,075937.6,-603513,5.17
     ,080020.0,-633403,4.82
  Cnc,080504.5,+130705,5.12
ζ Pup,080335.1,-400012,2.25
     ,080416.2,-324030,5.31
  Lyn,080827.4,+513024,4.84
μ2Cnc,080745.8,+213454,5.30
     ,081248.8,+682827,5.32
     ,080718.0,-203317,5.38
ρ Pup,080732.6,-241815,2.81
     ,080640.4,-451559,5.05
ζ Mon,080835.6,-025902,4.34
  Pup,080901.6,-191442,4.40
     ,080935.9,-440722,5.21
γ1Vel,080929.3,-472045,4.27
γ2Vel,080932.0,-472012,1.78
  Pup,081116.3,-125537,4.72
     ,081133.0,-074621,5.36
     ,080943.2,-475615,5.23
     ,080900.7,-611809,4.76
ε Vol,080755.8,-683702,4.35
     ,081121.5,-393707,4.45
     ,081125.9,-425914,4.75
  Pup,081320.0,-154718,4.99
     ,081329.6,-355359,4.78
     ,081358.4,-361921,5.08
     ,081402.9,-402053,4.44
     ,081336.2,-465931,5.13
β Cnc,081630.9,+091108,3.52
     ,081515.9,-625457,5.16
χ Cnc,082003.9,+271304,5.14
     ,081833.3,-363934,4.45
  Lyn,082250.1,+431117,4.25
     ,081818.9,-653648,5.07
     ,082123.0,-330316,4.83
     ,082121.0,-362904,5.20
     ,082231.6,-482925,4.82
κ1Vol,081949.0,-713054,5.37
     ,082554.8,+073352,5.13
ε Car,082230.8,-593035,1.86
     ,082539.6,-035423,3.90
     ,082503.7,-240246,5.28
α Cha,081831.6,-765511,4.07
  Cnc,082643.9,+123916,5.50
ο UMa,083015.9,+604305,3.36
     ,082551.9,-420912,5.47
     ,082531.0,-514341,5.17
η Vol,082204.4,-732400,5.29
θ Cha,082038.5,-772904,4.35
β Vol,082544.2,-660813,3.77
     ,082736.5,-530519,5.09
  UMa,083436.2,+650842,5.47
θ Cnc,083135.7,+180540,5.35
     ,082904.7,-475545,5.33
     ,082927.6,-444330,4.99
η Cnc,083242.5,+202628,5.33
     ,083130.9,-193439,5.42
π2UMa,084012.8,+641940,4.60
     ,083443.6,-495639,5.01
δ Hya,083739.4,+054213,4.16
     ,083519.6,-580033,4.86
     ,083515.4,-581330,5.26
σ Hya,083845.4,+032029,4.44
η Pyx,083752.2,-261518,5.27
  Lyn,084101.1,+455002,5.37
     ,083738.7,-425921,4.14
     ,083908.0,-223943,5.05
  Hya,084001.5,-122831,4.98
     ,083718.8,-625113,5.47
ζ Pyx,083942.5,-293340,4.89
β Pyx,084006.2,-351830,3.97
     ,084019.3,-401551,5.20
     ,083923.8,-532623,5.48
  Hya,084143.3,-155636,4.88
     ,083957.6,-530318,5.19
     ,084037.6,-463856,3.84
     ,084017.6,-525519,3.62
γ Cnc,084317.1,+212807,4.66
     ,084113.1,-471901,4.77
η Hya,084313.5,+032355,4.30
     ,084156.9,-452439,5.23
     ,084037.0,-594540,4.33
     ,084340.4,-071401,4.62
θ Vol,083905.2,-702313,5.20
δ Cnc,084441.1,+180915,3.94
     ,084225.5,-530650,4.86
α Pyx,084335.5,-331111,3.68
ι Cnc,084641.8,+284536,4.02
     ,084340.3,-494922,5.16
     ,084424.0,-423857,4.07
ε Hya,084646.6,+062508,3.38
  Hya,084622.5,-133252,4.32
δ Vel,084442.2,-544230,1.96
     ,084715.0,-015350,5.29
     ,084601.7,-460230,3.91
ρ Hya,084826.0,+055016,4.36
     ,084630.6,-455446,5.46
     ,084642.5,-564611,4.49
  Hya,084921.7,-032635,5.31
η Cha,084119.5,-785748,5.47
  Lyn,085156.8,+434336,5.15
     ,084951.5,-324650,5.21
     ,084939.2,-401914,5.48
γ Pyx,085031.9,-274236,4.01
     ,084947.7,-451829,4.93
     ,085033.5,-463145,5.10
  Cnc,085414.7,+303446,5.39
     ,085034.8,-664735,5.35
ρ2Cnc,085539.7,+275539,5.22
ζ Hya,085523.6,+055644,3.11
  Cnc,085555.6,+113734,5.41
     ,085350.7,-473115,5.33
σ2Cnc,085656.6,+325437,5.45
δ Pyx,085531.5,-274055,4.89
ο1Cnc,085714.9,+151922,5.20
ι UMa,085912.4,+480230,3.14
     ,085502.8,-603841,3.84
α Cnc,085829.2,+115128,4.25
     ,085619.4,-524325,4.69
σ3Cnc,085932.6,+322507,5.20
ρ UMa,090232.7,+673747,4.76
     ,090038.4,+414658,3.97
     ,085658.4,-591346,4.92
     ,085852.3,-471405,5.18
     ,090005.4,-411514,4.45
κ UMa,090337.5,+470924,3.60
ν Cnc,090244.3,+242710,5.45
     ,085924.1,-590501,5.16
     ,090144.6,-521118,5.23
σ1UMa,090823.6,+665224,5.14
     ,090631.8,+382708,4.56
ω Hya,090558.4,+050532,4.97
     ,090409.3,-470552,3.75
α Vol,090226.8,-662346,4.00
σ2UMa,091023.2,+670805,4.80
  UMa,090852.3,+513617,4.48
τ Cnc,090800.1,+293915,5.43
κ Cnc,090744.8,+104005,5.24
τ UMa,091055.1,+633049,4.67
ξ Cnc,090921.5,+220244,5.14
κ Pyx,090802.9,-255130,4.58
λ Vel,090759.8,-432557,2.21
  Hya,090935.5,-084716,5.46
     ,090538.3,-703220,4.71
     ,090508.8,-723610,4.48
  UMa,091420.6,+612524,5.13
  Lyn,091348.2,+431304,5.32
     ,091104.4,-445205,5.00
     ,091058.0,-585801,3.44
  UMa,091549.9,+564429,5.27
  UMa,091611.3,+540119,4.83
     ,091116.6,-621902,3.97
θ Hya,091421.9,+021851,3.88
π2Cnc,091513.8,+145629,5.34
     ,091424.5,-431339,5.25
ζ Oct,085641.1,-853947,5.42
     ,091418.0,-553411,5.27
  Hya,091641.7,-062111,5.24
     ,091536.7,-383412,4.94
  Hya,091641.3,-084441,5.47
     ,091545.1,-372448,4.62
β Car,091312.0,-694302,1.68
  Lyn,091850.7,+364809,3.82
     ,091623.1,-441557,5.12
     ,091657.2,-392405,5.33
     ,091612.2,-573229,4.34
     ,092143.3,+564157,5.47
ι Car,091705.4,-591631,2.25
     ,091805.8,-510304,5.26
α Lyn,092103.3,+342333,3.13
  Hya,091946.4,-115830,4.79
  Hya,092029.0,-093321,4.80
     ,091717.2,-684122,5.39
θ Pyx,092129.6,-255756,4.72
     ,091725.4,-745340,5.29
     ,092056.8,-622417,4.81
κ Leo,092439.3,+261056,4.46
λ Pyx,092312.3,-285002,4.69
κ Vel,092206.8,-550039,2.50
     ,092840.0,+453605,5.41
α Hya,092735.2,-083931,1.98
     ,092718.4,-222038,4.69
     ,092746.8,-060416,5.38
     ,093705.2,+811935,4.29
     ,092618.1,-532245,5.11
ω Leo,092827.5,+090324,5.41
  UMa,093131.7,+630343,3.67
τ1Hya,092908.9,-024608,4.60
ε Ant,092914.7,-355705,4.51
  LMi,093132.4,+350611,5.37
     ,092954.5,-263523,5.48
  UMa,093428.9,+694949,4.56
λ Leo,093143.2,+225805,4.31
θ UMa,093251.4,+514038,3.17
     ,092706.4,-713608,5.47
  Leo,093157.6,+094257,5.07
ξ Leo,093156.7,+111759,4.97
     ,093005.2,-513102,5.45
ψ Vel,093042.0,-402800,3.60
τ2Hya,093158.9,-011106,4.57
ι Cha,092409.1,-804713,5.36
  UMa,093449.5,+520305,4.50
  LMi,093413.4,+362351,4.55
     ,093113.3,-570204,3.13
     ,093219.3,-403858,5.35
     ,093312.5,-210657,5.01
     ,093503.8,+393717,4.81
  LMi,093539.6,+354837,5.41
     ,093344.5,-490018,5.12
     ,093408.8,-511519,5.01
     ,093136.3,-730451,5.47
     ,093426.7,-591346,4.08
  Leo,093712.7,+065009,5.00
  Lyn,093821.7,+401423,5.25
     ,093827.3,+043857,4.68
     ,093649.6,-492119,4.35
  UMa,094257.2,+721509,5.17
     ,093712.3,-534007,5.45
     ,093801.5,-431128,5.50
ι Hya,093951.4,-010834,3.91
κ Hya,094018.4,-141956,5.06
ο Leo,094109.0,+095332,3.52
     ,093921.0,-611941,4.52
     ,094117.0,-233530,4.77
ζ Cha,093353.2,-805629,5.11
     ,094214.4,-235456,4.94
     ,094042.5,-575901,5.32
ψ Leo,094343.9,+140118,5.35
     ,094631.7,+570741,5.20
θ Ant,094412.1,-274610,4.79
ε Leo,094551.1,+234627,2.98
     ,094835.4,+460116,5.09
     ,094514.8,-623028,3.69
υ UMa,095059.4,+590219,3.80
υ Car,094706.1,-650419,3.01
φ UMa,095206.4,+540352,4.59
     ,094957.1,-454358,5.08
  Leo,095153.0,+242343,5.32
ν Cha,094620.6,-764634,5.45
υ1Hya,095128.7,-145048,4.12
μ Leo,095245.8,+260025,3.88
γ Sex,095230.4,-080618,5.05
     ,095140.8,-463252,4.58
  UMa,095543.0,+494912,5.27
     ,095412.3,-255557,4.88
     ,095452.2,-190034,4.94
  LMi,095741.1,+410320,5.14
ν Leo,095813.4,+122641,5.26
     ,095951.7,+564843,5.48
φ Vel,095651.8,-543404,3.54
η Ant,095852.3,-355328,5.23
π Leo,100012.8,+080239,4.70
  LMi,100100.7,+315525,5.36
υ2Hya,100507.5,-130353,4.60
  LMi,100725.8,+351441,4.48
η Leo,100720.0,+164546,3.52
     ,100611.3,-472212,5.08
  Leo,100754.3,+095951,4.37
α Sex,100756.3,-002218,4.49
α Leo,100822.3,+115802,1.35
     ,100856.3,-514840,4.86
     ,101005.9,-124858,5.31
λ Hya,101035.3,-122115,3.61
     ,100842.6,-654855,5.28
     ,101322.8,-511400,5.28
     ,101444.2,-420719,3.85
  LMi,101614.4,+291838,5.35
     ,101330.6,-662223,5.16
ζ Leo,101641.4,+232502,3.44
λ UMa,101705.8,+425452,3.45
  Leo,101640.7,+134342,5.41
ω Car,101344.2,-700217,3.32
ε Sex,101737.8,-080408,5.24
     ,101807.6,-285931,5.34
     ,101705.0,-611956,3.40
  Leo,101944.1,+192815,4.79
γ1Leo,101958.3,+195030,2.61
γ2Leo,101958.6,+195026,3.80
     ,102941.5,+841508,5.50
     ,101936.8,-550146,4.57
μ UMa,102219.7,+412958,3.05
     ,102407.9,+653359,4.97
     ,102054.8,-560235,4.50
     ,102219.6,-413900,4.83
  LMi,102408.6,+334307,5.50
     ,103104.6,+823331,5.26
     ,102329.3,-380036,5.33
     ,102258.1,-665406,4.99
  LMi,102554.9,+334746,4.74
μ Hya,102605.4,-165011,3.81
β LMi,102753.0,+364226,4.21
     ,102423.7,-740154,4.00
α Ant,102709.1,-310404,4.25
     ,102724.4,-573820,4.66
  UMa,103037.6,+555850,4.84
     ,102752.7,-584422,3.82
δ Sex,102928.7,-024421,5.21
β Sex,103017.5,-003813,5.09
     ,102852.6,-641020,5.29
     ,103505.5,+754247,4.84
  Leo,103211.8,+140814,5.46
     ,103313.9,+402532,4.75
ρ Leo,103248.7,+091824,3.85
     ,103121.8,-534256,4.89
     ,103020.1,-715935,4.74
     ,103201.4,-614107,3.32
  UMa,103509.7,+570458,5.16
     ,103102.0,-731318,4.93
     ,103256.9,-470012,5.02
  Hya,103400.9,-234443,5.08
  Leo,103448.0,+065713,5.08
     ,103512.9,-393346,5.38
     ,103535.3,-573328,4.45
     ,103713.7,-272445,4.89
     ,103733.2,-132304,4.82
     ,103620.3,-593353,5.08
  LMi,103843.2,+315834,4.71
     ,103718.1,-481333,3.84
     ,103726.8,-584400,5.45
φ3Hya,103835.0,-165236,4.91
γ Cha,103528.1,-783628,4.11
     ,103845.1,-591059,4.66
  UMa,104156.6,+654259,5.12
     ,103918.4,-553612,4.28
     ,104304.1,+690434,5.00
     ,104332.9,+461214,5.18
  LMi,104325.0,+231118,5.08
     ,104214.0,-642759,4.82
     ,104240.6,-591257,5.38
θ Car,104257.4,-642340,2.76
     ,104332.1,-603400,4.57
  LMi,104551.9,+304056,5.24
     ,104406.9,-635740,4.82
  Leo,104624.5,+185329,5.49
  Leo,104625.3,+141141,5.48
     ,104652.0,-171748,5.42
μ Vel,104646.2,-492512,2.69
     ,104616.5,-643054,5.34
     ,104629.7,-641548,5.23
     ,104657.5,-564526,5.23
     ,104651.2,-642300,4.85
  Leo,104915.4,+103243,5.34
δ1Cha,104515.7,-802811,5.47
ν Hya,104937.5,-161137,3.11
δ2Cha,104546.8,-803225,4.45
  UMa,105334.5,+543506,5.10
  LMi,105318.7,+341254,3.83
ω UMa,105358.7,+431124,4.71
     ,105230.9,-571426,5.25
     ,105329.5,-200820,5.24
     ,105343.7,-020745,5.45
     ,105329.6,-585112,3.78
  UMa,105544.4,+333025,5.03
  Leo,105536.8,+244459,4.50
ι Ant,105643.1,-370816,4.60
  UMa,105928.0,+402549,5.05
     ,110014.7,+453134,5.47
α Crt,105946.5,-181756,4.08
  UMa,110050.4,+391244,5.08
  Leo,110033.6,+033703,4.84
     ,110009.3,-421333,4.39
  Leo,110044.8,+060605,4.99
β UMa,110150.5,+562257,2.37
  Leo,110149.7,-022905,4.74
  Leo,110219.8,+201047,4.42
α UMa,110343.7,+614503,1.79
     ,110314.9,-111813,5.50
χ Leo,110501.0,+072010,4.63
     ,110454.2,-354817,5.43
χ1Hya,110519.9,-271737,4.94
     ,110632.4,-622527,4.61
     ,110716.6,-423819,5.15
     ,110843.9,-280450,5.44
ψ UMa,110939.8,+442955,3.01
     ,110835.4,-585830,3.91
     ,110834.0,-615650,5.13
β Crt,111139.5,-224933,4.48
     ,111233.1,-490604,5.36
     ,111236.0,-601903,4.60
     ,111245.2,-641011,5.23
  Leo,111345.6,-000411,5.42
δ Leo,111406.5,+203125,2.56
θ Leo,111414.4,+152546,3.34
  Leo,111512.2,+230544,4.63
  Leo,111551.9,+131827,5.32
φ Leo,111639.7,-033906,4.47
  Leo,111717.4,+020038,5.18
ξ UMa,111810.9,+313145,4.87
ξ UMa,111811.0,+313145,4.41
ν UMa,111828.7,+330539,3.48
  UMa,111907.9,+381108,4.78
δ Crt,111920.5,-144643,3.56
σ Leo,112108.2,+060146,4.05
π Cen,112100.4,-542928,3.89
  UMa,112249.6,+432858,4.99
λ Crt,112321.9,-184648,5.09
     ,112312.7,-360953,5.00
ι Leo,112355.5,+103145,3.94
  Leo,112402.3,+012428,5.39
     ,112321.8,-645718,5.11
ε Crt,112436.6,-105134,4.83
γ Crt,112452.9,-174102,4.08
     ,112529.4,-360347,5.22
     ,112543.2,-635822,5.17
     ,112635.3,-610655,5.30
τ Leo,112756.2,+025122,4.95
  UMa,112904.2,+392013,5.31
     ,112835.1,-424027,5.08
  Leo,113018.9,-030013,4.77
λ Dra,113124.2,+691952,3.84
     ,113220.8,+610457,5.48
ο1Cen,113146.1,-592632,5.13
ο2Cen,113148.8,-593057,5.15
     ,113254.1,-310514,5.04
ξ Hya,113300.1,-315128,3.54
     ,113337.3,-403513,5.39
     ,113445.7,-541551,4.62
  Dra,113602.8,+691922,5.20
     ,113456.8,-490812,5.50
     ,113555.6,-473830,5.25
λ Cen,113546.8,-630111,3.13
θ Crt,113640.9,-094808,4.70
υ Leo,113656.9,-004926,4.30
     ,113700.6,-611700,5.15
     ,113733.9,-474450,5.44
ω Vir,113827.6,+080803,5.36
     ,113807.3,-614935,5.15
ι Crt,113840.1,-131207,5.48
     ,113929.4,-652352,5.17
ο Hya,114012.8,-344441,4.70
